instr,TP,LT,ports
vmovdqu-mem_ymm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vdivps-xmm_xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vdivps-xmm_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vdivps-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vdivps-ymm_ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcmpss-xmm_xmm_mem_imd,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcmpss-xmm_xmm_xmm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpshuflw-xmm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpshuflw-xmm_xmm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vldmxcsr-mem,1.25,None,"(1.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
vpslld-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpslld-xmm_xmm_xmm,1.0,None,"(0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0)"
vpslld-xmm_xmm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmovmskb-r32_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcmpsd-xmm_xmm_mem_imd,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcmpsd-xmm_xmm_xmm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsllq-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsllq-xmm_xmm_xmm,1.0,None,"(0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsllq-xmm_xmm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vblendvpd-xmm_xmm_mem_xmm,0.6666666666666666,None,"(0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,0.0,0.0)"
vblendvpd-xmm_xmm_xmm_xmm,0.6666666666666666,None,"(0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0)"
vblendvpd-ymm_ymm_mem_ymm,0.6666666666666666,None,"(0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,0.0,0.0)"
vblendvpd-ymm_ymm_ymm_ymm,0.6666666666666666,None,"(0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0)"
vpsllw-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsllw-xmm_xmm_xmm,1.0,None,"(0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsllw-xmm_xmm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpand-xmm_xmm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vpand-xmm_xmm_xmm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vphaddw-xmm_xmm_mem,2.3333333333333335,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,2.3333333333333335,0.0,0.0)"
vphaddw-xmm_xmm_xmm,2.3333333333333335,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,2.3333333333333335,0.0,0.0)"
vpandn-xmm_xmm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vpandn-xmm_xmm_xmm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vshufpd-xmm_xmm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vshufpd-xmm_xmm_xmm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vshufpd-ymm_ymm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vshufpd-ymm_ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vsubsd-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vsubsd-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vsqrtps-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vsqrtps-xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vsqrtps-ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vsqrtps-ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtps2dq-xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcvtps2dq-xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtps2dq-ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcvtps2dq-ymm_ymm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vphaddd-xmm_xmm_mem,2.3333333333333335,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,2.3333333333333335,0.0,0.0)"
vphaddd-xmm_xmm_xmm,2.3333333333333335,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,2.3333333333333335,0.0,0.0)"
vsqrtpd-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vsqrtpd-xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vsqrtpd-ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vsqrtpd-ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vsubss-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vsubss-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vshufps-xmm_xmm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vshufps-xmm_xmm_xmm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vshufps-ymm_ymm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vshufps-ymm_ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vlddqu-xmm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vlddqu-ymm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpmuldq-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vpmuldq-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vdppd-xmm_xmm_mem_imd,1.5,None,"(1.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vdppd-xmm_xmm_xmm_imd,1.5,None,"(1.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0)"
vmovlpd-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vmovlpd-mem_xmm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vdpps-xmm_xmm_mem_imd,2.0,None,"(2.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vdpps-xmm_xmm_xmm_imd,2.0,None,"(2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vdpps-ymm_ymm_mem_imd,2.0,None,"(2.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vdpps-ymm_ymm_ymm_imd,2.0,None,"(2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vmovlhps-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vmovlps-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vmovlps-mem_xmm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vpunpckhdq-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpckhdq-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vcvtpd2dq-xmm_xmm,1.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0)"
vcvtpd2dq-xmm_ymm,1.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0)"
vcvttss2si-r32_mem,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vcvttss2si-r32_xmm,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0)"
vcvttss2si-r64_mem,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vcvttss2si-r64_xmm,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0)"
vmulpd-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vmulpd-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vmulpd-ymm_ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vmulpd-ymm_ymm_ymm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmovzxbd-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovzxbd-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpmovzxbw-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovzxbw-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpmovzxbq-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovzxbq-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpaddsw-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpaddsw-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vmaskmovpd-xmm_xmm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vmaskmovpd-ymm_ymm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vmaskmovpd-mem_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
vmaskmovpd-mem_ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
vinsertps-xmm_xmm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vinsertps-xmm_xmm_xmm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpalignr-xmm_xmm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpalignr-xmm_xmm_xmm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vmaskmovps-xmm_xmm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vmaskmovps-ymm_ymm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vmaskmovps-mem_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
vmaskmovps-mem_ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0)"
vpaddsb-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpaddsb-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vmaxpd-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vmaxpd-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vmaxpd-ymm_ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vmaxpd-ymm_ymm_ymm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpackuswb-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpackuswb-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vmaxps-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vmaxps-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vmaxps-ymm_ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vmaxps-ymm_ymm_ymm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpunpckhqdq-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpckhqdq-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsignw-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsignw-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsignb-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsignb-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vunpckhps-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vunpckhps-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vunpckhps-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vunpckhps-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpaddusw-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpaddusw-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpunpcklwd-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpcklwd-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpaddusb-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpaddusb-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsignd-xmm_xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsignd-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmulhw-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vpmulhw-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vxorpd-xmm_xmm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vxorpd-xmm_xmm_xmm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vxorpd-ymm_ymm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vxorpd-ymm_ymm_ymm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vroundsd-xmm_xmm_mem_imd,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vroundsd-xmm_xmm_xmm_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vroundss-xmm_xmm_mem_imd,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vroundss-xmm_xmm_xmm_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpmaddubsw-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vpmaddubsw-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vxorps-xmm_xmm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vxorps-xmm_xmm_xmm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vxorps-ymm_ymm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vxorps-ymm_ymm_ymm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vinsertf128-ymm_ymm_mem_imd,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vinsertf128-ymm_ymm_xmm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vhsubpd-xmm_xmm_mem,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vhsubpd-xmm_xmm_xmm,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vhsubpd-ymm_ymm_mem,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vhsubpd-ymm_ymm_ymm,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vmovups-xmm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vmovups-xmm_xmm,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vmovups-mem_xmm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vmovups-ymm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vmovups-ymm_ymm,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vmovups-mem_ymm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vhsubps-xmm_xmm_mem,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vhsubps-xmm_xmm_xmm,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vhsubps-ymm_ymm_mem,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vhsubps-ymm_ymm_ymm,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vhaddps-xmm_xmm_mem,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vhaddps-xmm_xmm_xmm,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vhaddps-ymm_ymm_mem,1.0,None,"(1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vhaddps-ymm_ymm_ymm,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vmovupd-xmm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vmovupd-xmm_xmm,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vmovupd-mem_xmm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vmovupd-ymm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vmovupd-ymm_ymm,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vmovupd-mem_ymm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vcvttps2dq-xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcvttps2dq-xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvttps2dq-ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcvttps2dq-ymm_ymm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vtestpd-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vtestpd-xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vtestpd-ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vtestpd-ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vdivss-xmm_xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vdivss-xmm_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vdivsd-xmm_xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vdivsd-xmm_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vtestps-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vtestps-xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vtestps-ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vtestps-ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vmovntdq-mem_xmm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vmovntdq-mem_ymm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vcmpps-xmm_xmm_mem_imd,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcmpps-xmm_xmm_xmm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vcmpps-ymm_ymm_mem_imd,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcmpps-ymm_ymm_ymm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vaddsubps-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vaddsubps-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vaddsubps-ymm_ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vaddsubps-ymm_ymm_ymm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vcmppd-xmm_xmm_mem_imd,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcmppd-xmm_xmm_xmm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vcmppd-ymm_ymm_mem_imd,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vcmppd-ymm_ymm_ymm_imd,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vsubpd-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vsubpd-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vsubpd-ymm_ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vsubpd-ymm_ymm_ymm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtss2si-r32_mem,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vcvtss2si-r32_xmm,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vcvtss2si-r64_mem,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vcvtss2si-r64_xmm,1.3333333333333333,None,"(1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vminss-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vminss-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vpabsw-xmm_mem,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vpabsw-xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vsubps-xmm_xmm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
vsubps-xmm_xmm_xmm,0.5,None,"(0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vsubps-ymm_ymm_mem,0.5,None,"(0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0)"
