instr,TP,LT,ports
btrl-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btr-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btrq-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btr-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btr-r32_r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btrl-r32_r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btr-r64_r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btrq-r64_r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
sgdt-mem,2.0,None,"(1.1666666666666665,0.0,1.6666666666666665,2.0,2.0,2.0,1.1666666666666665)"
loop-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
btc-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
btc-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
btc-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
btc-imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btc-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btcl-r32_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btc-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btcq-r64_imd,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btc-mem,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btc-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btcl-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btc-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btcq-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
btc-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btc-r32_r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btcl-r32_r32,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btc-r64_r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
btcq-r64_r64,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
wbinvd-,131105.0,None,"(65592.83333333333,0.0,65583.33333333333,0.0,131105.0,131105.0,131080.83333333334)"
jbe-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
jbe-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
mul-mem,1.0,None,"(0.0,0.0,1.0,1.0,0.0,0.0,0.0)"
mul-r8,1.0,None,"(0.0,0.0,1.0,0.0,0.0,0.0,0.0)"
mulb-r8,1.0,None,"(0.0,0.0,1.0,0.0,0.0,0.0,0.0)"
mul-mem,1.0,None,"(1.0,0.0,1.0,1.0,0.0,0.0,0.0)"
mul-mem,1.0,None,"(1.0,0.0,1.0,1.0,0.0,0.0,0.0)"
mul-r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,0.0)"
mul-r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,0.0)"
mulq-r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,0.0)"
push-mem,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
push-r64,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
pushq-r64,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
push-imd,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
push-imd,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
push-r16,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
pushw-r16,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
push-r16,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
pushw-r16,1.0,None,"(0.0,0.0,0.0,0.0,1.0,1.0,0.0)"
setno-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
setno-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnob-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnl-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
setnl-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnlb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
cli-,4.333333333333333,None,"(0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,4.333333333333333)"
cld-,1.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333)"
setnb-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
setnb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
clc-,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
setnz-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
setnz-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnzb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setns-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
setns-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnsb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnp-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
setnp-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnpb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
lldt-mem,6.833333333333333,None,"(1.8333333333333333,0.0,1.3333333333333333,4.0,1.0,1.0,6.833333333333333)"
lldt-,5.666666666666667,None,"(1.6666666666666667,0.0,1.6666666666666667,3.0,1.0,1.0,5.666666666666667)"
ret-imd,2.3333333333333335,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,2.3333333333333335)"
ret-,1.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333)"
lock sub-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock subl-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock sub-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock subq-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock btc-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
lock btc-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
lock btc-mem_imd,1.0,None,"(0.5,0.0,0.0,1.0,1.0,1.0,0.5)"
lock btc-mem,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
lock btc-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
lock btcl-mem_r32,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
lock btc-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
lock btcq-mem_r64,1.1666666666666665,None,"(1.1666666666666665,0.0,0.6666666666666666,1.0,1.0,1.0,1.1666666666666665)"
setnbe-mem,1.0,None,"(0.5,0.0,0.0,0.0,1.0,1.0,0.5)"
setnbe-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
setnbeb-r8,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
cmpxchg-mem_r8,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
cmpxchgb-mem_r8,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
cmpxchg-r8_r8,1.5,None,"(1.5,0.0,1.0,0.0,0.0,0.0,1.5)"
cmpxchgb-r8_r8,1.5,None,"(1.5,0.0,1.0,0.0,0.0,0.0,1.5)"
cmpxchg-mem_r32,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
cmpxchgl-mem_r32,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
cmpxchg-mem_r64,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
cmpxchgq-mem_r64,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
cmpxchg-r32_r32,1.5,None,"(1.5,0.0,1.0,0.0,0.0,0.0,1.5)"
cmpxchgl-r32_r32,1.5,None,"(1.5,0.0,1.0,0.0,0.0,0.0,1.5)"
cmpxchg-r64_r64,1.5,None,"(1.5,0.0,1.0,0.0,0.0,0.0,1.5)"
cmpxchgq-r64_r64,1.5,None,"(1.5,0.0,1.0,0.0,0.0,0.0,1.5)"
verr-mem,1.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
verr-,5.0,None,"(3.0,0.0,5.0,4.0,0.0,0.0,0.0)"
rep stosb-,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
cwd-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5)"
lock and-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock andb-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock andl-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock and-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock andq-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testb-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testl-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testq-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
testb-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-r8_r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testb-r8_r8,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
testl-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
testq-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
test-,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-r32_r32,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testl-r32_r32,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-r64_r64,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testq-r64_r64,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testb-r8_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testl-r32_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
test-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
testq-r64_imd,0.3333333333333333,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333)"
jz-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
jz-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
scasw-,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
jp-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
jp-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
js-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
js-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
jo-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
jo-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
scasd-,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
scasb-,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
jb-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
jb-LBL,1.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,1.0)"
rdpmc-,13.5,None,"(9.5,0.0,5.0,0.0,0.0,0.0,13.5)"
lock cmpxchg-mem_r8,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
lock cmpxchgb-mem_r8,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
lock cmpxchg-mem_r32,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
lock cmpxchgl-mem_r32,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
lock cmpxchg-mem_r64,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
lock cmpxchgq-mem_r64,1.3333333333333333,None,"(1.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333)"
lock inc-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock inc-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock inc-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock inc-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
cmovnp-mem,1.0,None,"(0.5,0.0,0.0,1.0,0.0,0.0,0.5)"
cmovnp-r32_mem,1.0,None,"(0.5,0.0,0.0,1.0,0.0,0.0,0.5)"
cmovnpl-r32_mem,1.0,None,"(0.5,0.0,0.0,1.0,0.0,0.0,0.5)"
cmovnp-r64_mem,1.0,None,"(0.5,0.0,0.0,1.0,0.0,0.0,0.5)"
cmovnpq-r64_mem,1.0,None,"(0.5,0.0,0.0,1.0,0.0,0.0,0.5)"
cmovnp-,0.8333333333333333,None,"(0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333333)"
cmovnp-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333333)"
cmovnpl-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333333)"
cmovnp-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333333)"
cmovnpq-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333333)"
ret far-,2.3333333333333335,None,"(0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,2.3333333333333335)"
lock or-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_imd,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock orb-mem_r8,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock orl-mem_r32,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock or-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
lock orq-mem_r64,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333)"
enter-imd_imd,7.666666666666667,None,"(4.166666666666666,0.0,7.666666666666667,5.0,5.0,5.0,1.1666666666666665)"
repne scasb-,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
leave-,0.6666666666666666,None,"(0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666)"
lock xadd-mem_r8,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
lock xaddb-mem_r8,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
lock xadd-mem,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
lock xadd-mem_r32,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
lock xaddl-mem_r32,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
lock xadd-mem_r64,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
lock xaddq-mem_r64,1.0,None,"(0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666)"
lidt-mem,5.0,None,"(3.0,0.0,5.0,5.0,1.0,1.0,0.0)"
xlat-,1.0,None,"(0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
lock xchg-mem_r8,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
lock xchgb-mem_r8,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchg-mem_r8,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchgb-mem_r8,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchg-r8_r8,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchgb-r8_r8,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
lock xchg-mem,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
lock xchg-mem_r32,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
lock xchgl-mem_r32,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
lock xchg-mem_r64,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
lock xchgq-mem_r64,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchg-mem,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchg-mem_r32,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchgl-mem_r32,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchg-mem_r64,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchgq-mem_r64,1.0,None,"(0.0,0.0,0.0,1.0,1.0,1.0,0.0)"
xchg-,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchg-r32_r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchgl-r32_r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchg-r64_r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchgq-r64_r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchg-r32_r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchgl-r32_r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchg-r64_r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchgq-r64_r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchg-r32_r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchgl-r32_r32,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchg-r64_r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
xchgq-r64_r64,1.0,None,"(1.0,0.0,1.0,0.0,0.0,0.0,1.0)"
