instr,TP,LT,ports
lock orl-mem_r32,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock or-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock orq-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
enter-imd_imd,1.75,None,"(1.25,1.75,0.3333333333333333,0.3333333333333333,1.0,0.75,1.25,0.3333333333333333)"
repne scasb-,10.166666666666666,None,"(10.166666666666666,6.166666666666666,1.5,1.5,0.0,6.166666666666666,6.5,0.0)"
leave-,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0)"
lock xadd-mem_r8,2.0,None,"(2.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
lock xaddb-mem_r8,2.0,None,"(2.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
lock xadd-mem,2.0,None,"(2.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
lock xadd-mem_r32,2.0,None,"(2.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
lock xaddl-mem_r32,2.0,None,"(2.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
lock xadd-mem_r64,2.0,None,"(2.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
lock xaddq-mem_r64,2.0,None,"(2.0,1.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
lidt-mem,6.5,None,"(6.5,5.0,0.0,0.0,1.0,0.0,4.5,0.0)"
xlat-,0.5,None,"(0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0)"
lock xchg-mem_r8,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock xchgb-mem_r8,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchg-mem_r8,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchgb-mem_r8,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchg-r8_r8,0.75,None,"(0.75,0.75,0.0,0.0,0.0,0.75,0.75,0.0)"
xchgb-r8_r8,0.75,None,"(0.75,0.75,0.0,0.0,0.0,0.75,0.75,0.0)"
lock xchg-mem,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock xchg-mem_r32,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock xchgl-mem_r32,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock xchg-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock xchgq-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchg-mem,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchg-mem_r32,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchgl-mem_r32,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchg-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchgq-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
xchg-,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchg-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchgl-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchg-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchgq-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchg-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchgl-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchg-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchgq-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchg-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchgl-r32_r32,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchg-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
xchgq-r64_r64,0.8333333333333333,None,"(0.8333333333333333,0.5,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0)"
smsw-mem,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
smsw-,1.25,None,"(1.25,0.25,0.0,0.0,0.0,1.25,1.25,0.0)"
smsw-r32,1.25,None,"(1.25,0.25,0.0,0.0,0.0,1.25,1.25,0.0)"
smswl-r32,1.25,None,"(1.25,0.25,0.0,0.0,0.0,1.25,1.25,0.0)"
smsw-r64,1.25,None,"(1.25,0.25,0.0,0.0,0.0,1.25,1.25,0.0)"
smswq-r64,1.25,None,"(1.25,0.25,0.0,0.0,0.0,1.25,1.25,0.0)"
and-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andb-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andl-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-mem_imd,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andl-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-mem_r8,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
andb-mem_r8,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-r8_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andb-r8_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-mem,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-mem_r32,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
andl-mem_r32,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-mem_r64,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
andq-mem_r64,1.0,None,"(0.25,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.25,0.3333333333333333)"
and-,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r32_r32,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andl-r32_r32,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r64_r64,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andq-r64_r64,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r8_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
andb-r8_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
and-mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
and-r32_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
andl-r32_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
and-r64_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
andq-r64_mem,0.5,None,"(0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0)"
and-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andb-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andl-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
and-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
andq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
mov-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movb-r8_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
mov-mem_imd,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
mov-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movl-r32_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
mov-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
mov-mem_imd,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-mem_imd,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-mem_imd,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-r8_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movb-r8_r8,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
mov-mem_r8,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movb-mem_r8,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-mem,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-mem_r32,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movl-mem_r32,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-mem_r64,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movq-mem_r64,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
mov-r32_r32,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
movl-r32_r32,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
mov-r64_r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
movq-r64_r64,0.0,None,"(0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
mov-r8_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movb-r8_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
mov-mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
mov-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movl-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
mov-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movq-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
mov-mem,1.0,None,"(0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-,1.0,None,"(0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0)"
mov-r32,1.0,None,"(0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0)"
movl-r32,1.0,None,"(0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0)"
mov-r64,1.0,None,"(0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0)"
movq-r64,1.0,None,"(0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0)"
mov-r8_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movb-r8_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
mov-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movl-r32_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
mov-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
movq-r64_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
mov-mem_r8,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movb-mem_r8,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-mem_r32,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movl-mem_r32,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-mem_r64,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
movq-mem_r64,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
mov-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
movq-r64_imd,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
jle-LBL,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
jle-LBL,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
cpuid-,2.25,None,"(2.25,1.25,0.0,0.0,0.0,2.25,2.25,0.0)"
rdtsc-,2.25,None,"(2.25,1.25,0.0,0.0,0.0,2.25,2.25,0.0)"
lock add-mem_imd,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_imd,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_imd,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_imd,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_imd,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_imd,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_imd,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_r8,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock addb-mem_r8,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_r32,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock addl-mem_r32,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock add-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
lock addq-mem_r64,1.0,None,"(0.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,0.75,0.3333333333333333)"
sidt-mem,0.25,None,"(0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0)"
cdq-,0.5,None,"(0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0)"
lock sbb-mem_imd,1.8333333333333333,None,"(1.8333333333333333,0.5,1.0,1.0,1.0,0.8333333333333333,1.8333333333333333,0.0)"
lock sbb-mem_imd,1.8333333333333333,None,"(1.8333333333333333,0.5,1.0,1.0,1.0,0.8333333333333333,1.8333333333333333,0.0)"
lock sbb-mem_imd,1.6666666666666665,None,"(1.6666666666666665,0.5,1.0,1.0,1.0,1.1666666666666665,1.6666666666666665,0.0)"
lock sbb-mem_imd,2.0,None,"(2.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.3333333333333333,0.0)"
lock sbb-mem_imd,1.8333333333333333,None,"(1.8333333333333333,0.5,1.0,1.0,1.0,0.8333333333333333,1.8333333333333333,0.0)"
lock sbb-mem_imd,1.8333333333333333,None,"(1.8333333333333333,0.5,1.0,1.0,1.0,0.8333333333333333,1.8333333333333333,0.0)"
lock sbb-mem_imd,1.9166666666666665,None,"(1.9166666666666665,0.25,1.0,1.0,1.0,0.9166666666666666,1.9166666666666665,0.0)"
lock sbb-mem_r8,1.75,None,"(1.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,1.75,0.3333333333333333)"
lock sbb-mem,1.75,None,"(1.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,1.75,0.3333333333333333)"
lock sbb-mem_r32,1.75,None,"(1.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,1.75,0.3333333333333333)"
lock sbbl-mem_r32,1.75,None,"(1.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,1.75,0.3333333333333333)"
lock sbb-mem_r64,1.75,None,"(1.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,1.75,0.3333333333333333)"
lock sbbq-mem_r64,1.75,None,"(1.75,0.75,0.8333333333333333,0.8333333333333333,1.0,0.75,1.75,0.3333333333333333)"
insb-,1.5,None,"(1.5,0.5,0.8333333333333333,0.8333333333333333,1.0,1.5,1.5,0.3333333333333333)"
insd-,1.5,None,"(1.5,0.5,0.8333333333333333,0.8333333333333333,1.0,1.5,1.5,0.3333333333333333)"
imul-mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r8,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imulb-r8,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r32,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
imul-r64,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
imulq-r64,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
imul-mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r32_mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r64_mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imulq-r64_mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-r32_r32_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-r64_r64_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imulq-r64_r64_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r32_mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r64_mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imulq-r64_mem_imd,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-r32_r32_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-r64_r64_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imulq-r64_r64_imd,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r32_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-r64_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imulq-r64_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
imul-,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-r32_r32,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imul-r64_r64,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
imulq-r64_r64,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
rcr-mem_imd,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-r8_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcrb-r8_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-mem_imd,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-mem_imd,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-mem_imd,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-r32_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcrl-r32_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-r64_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcrq-r64_imd,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-mem,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-r8,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcrb-r8,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-mem,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-mem,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-mem,1.0,None,"(0.75,0.25,0.8333333333333333,0.8333333333333333,1.0,0.25,0.75,0.3333333333333333)"
rcr-,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-r32,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcrl-r32,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-r64,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcrq-r64,1.0,None,"(1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0)"
rcr-mem_r8,3.0,None,"(2.0,3.0,0.8333333333333333,0.8333333333333333,1.0,1.0,2.0,0.3333333333333333)"
