instr,TP,LT,ports
vminpd-xmm_xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vminpd-ymm_ymm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vminpd-ymm_ymm_ymm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtdq2ps-xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtdq2ps-xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtdq2ps-ymm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtdq2ps-ymm_ymm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpunpckldq-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpckldq-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vcvtdq2pd-xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtdq2pd-xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtdq2pd-ymm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtdq2pd-ymm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vminps-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vminps-xmm_xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vminps-ymm_ymm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vminps-ymm_ymm_ymm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsubb-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpsubb-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpsubd-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpsubd-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vbroadcastf128-ymm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsubq-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpsubq-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpsubw-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpsubw-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpsadbw-xmm_xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsadbw-xmm_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vroundpd-xmm_mem_imd,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vroundpd-xmm_xmm_imd,2.0,None,"(0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vroundpd-ymm_mem_imd,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vroundpd-ymm_ymm_imd,2.0,None,"(0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vroundps-xmm_mem_imd,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vroundps-xmm_xmm_imd,2.0,None,"(0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vroundps-ymm_mem_imd,2.0,None,"(0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vroundps-ymm_ymm_imd,2.0,None,"(0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsubsb-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpsubsb-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpsubsw-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpsubsw-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpmovzxdq-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovzxdq-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vcvtsi2ss-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtsi2ss-xmm_xmm_r32,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtsi2ss-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vcvtsi2ss-xmm_xmm_r64,2.0,None,"(0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0)"
vcvtsd2ss-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vcvtsd2ss-xmm_xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpclmulqdq-xmm_xmm_xmm_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpclmulqdq-xmm_xmm_mem_imd,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vrcpps-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vrcpps-xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vrcpps-ymm_mem,2.5,None,"(2.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0)"
vrcpps-ymm_ymm,2.5,None,"(2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtsi2sd-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtsi2sd-xmm_xmm_r32,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtsi2sd-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtsi2sd-xmm_xmm_r64,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtsd2si-r32_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtsd2sil-r32_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtsd2si-r32_xmm,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtsd2si-r64_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtsd2siq-r64_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtsd2si-r64_xmm,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmovsxwd-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovsxwd-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vmovhlps-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovsxwq-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovsxwq-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vorpd-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vorpd-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vorpd-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vorpd-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vorps-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vorps-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vorps-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vorps-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vmaskmovdqu-xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vmovntpd-mem_xmm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vmovntpd-mem_ymm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vpminuw-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpminuw-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vunpcklps-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vunpcklps-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vunpcklps-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vunpcklps-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpminub-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpminub-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vmovntps-mem_xmm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vmovntps-mem_ymm,1.0,None,"(0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333)"
vpminud-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpminud-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vunpcklpd-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vunpcklpd-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vunpcklpd-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vunpcklpd-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpunpckhbw-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpckhbw-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vcvttpd2dq-xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vcvttpd2dq-xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vcvttpd2dq-xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vcvttpd2dq-xmm_ymm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpcmpgtd-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpcmpgtd-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpmaddwd-xmm_xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpmaddwd-xmm_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpcmpgtq-xmm_xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpcmpgtq-xmm_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpcmpgtw-xmm_xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpcmpgtw-xmm_xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vphminposuw-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vphminposuw-xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpabsd-xmm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpabsd-xmm_xmm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpmovzxwd-xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovzxwd-xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpckhwd-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpckhwd-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vphsubsw-xmm_xmm_mem,2.5,None,"(0.0,0.5,0.5,0.5,0.0,2.5,0.0,0.0)"
vphsubsw-xmm_xmm_xmm,2.5,None,"(0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0)"
vcvttsd2si-r32_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvttsd2sil-r32_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvttsd2si-r32_xmm,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvttsd2si-r64_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvttsd2siq-r64_mem,1.0,None,"(1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvttsd2si-r64_xmm,1.0,None,"(1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtpd2ps-xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vcvtpd2ps-xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vcvtpd2ps-xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vcvtpd2ps-xmm_ymm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vaddsd-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vaddsd-xmm_xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpacksswb-xmm_xmm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpacksswb-xmm_xmm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vaddss-xmm_xmm_mem,1.0,None,"(0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vaddss-xmm_xmm_xmm,1.0,None,"(0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtps2pd-xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtps2pd-xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vcvtps2pd-ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vcvtps2pd-ymm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmulhuw-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpmulhuw-ymm_ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmuludq-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpmuludq-ymm_ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpslldq-ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmulhrsw-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpmulhrsw-ymm_ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpunpcklbw-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpunpcklbw-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpermd-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpermd-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpermq-ymm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpermq-ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovzxwq-ymm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovzxwq-ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpcmpeqw-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpcmpeqw-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpcmpeqq-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpcmpeqq-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpavgw-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpavgw-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpcmpeqd-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpcmpeqd-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpcmpeqb-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpcmpeqb-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpavgb-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpavgb-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpmovsxdq-ymm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovsxdq-ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpmaxsd-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpmaxsd-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpsrlvq-xmm_xmm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsrlvq-xmm_xmm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsrlvq-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsrlvq-ymm_ymm_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmaxsb-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpmaxsb-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpmaxsw-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpmaxsw-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpsrlvd-xmm_xmm_mem,2.0,None,"(2.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpsrlvd-xmm_xmm_xmm,2.0,None,"(2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsrlvd-ymm_ymm_mem,2.0,None,"(2.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpsrlvd-ymm_ymm_ymm,2.0,None,"(2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsrldq-ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vmovntdqa-ymm_mem,0.5,None,"(0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpshufhw-ymm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpshufhw-ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpminsd-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpminsd-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpminsb-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpminsb-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpminsw-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpminsw-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpackssdw-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpackssdw-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmaxub-ymm_ymm_mem,0.5,None,"(0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0)"
vpmaxub-ymm_ymm_ymm,0.5,None,"(0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0)"
vpxor-ymm_ymm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vpxor-ymm_ymm_ymm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vpmovsxbq-ymm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovsxbq-ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpblendvb-ymm_ymm_mem_ymm,2.0,None,"(0.0,0.0,0.5,0.5,0.0,2.0,0.0,0.0)"
vpblendvb-ymm_ymm_ymm_ymm,2.0,None,"(0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0)"
vpsrad-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsrad-ymm_ymm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsrad-ymm_ymm_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmovsxbd-ymm_xmm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpmovsxbd-ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpshufd-ymm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpshufd-ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsraw-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsraw-ymm_ymm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsraw-ymm_ymm_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpshufb-ymm_ymm_mem,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpshufb-ymm_ymm_ymm,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpshuflw-ymm_mem_imd,1.0,None,"(0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0)"
vpshuflw-ymm_ymm_imd,1.0,None,"(0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpslld-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpslld-ymm_ymm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpslld-ymm_ymm_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpmovmskb-r32_ymm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsllq-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsllq-ymm_ymm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsllq-ymm_ymm_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpsllw-ymm_ymm_mem,1.0,None,"(1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0)"
vpsllw-ymm_ymm_xmm,1.0,None,"(1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0)"
vpsllw-ymm_ymm_imd,1.0,None,"(1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0)"
vpand-ymm_ymm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
vpand-ymm_ymm_ymm,0.3333333333333333,None,"(0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0)"
vphaddw-ymm_ymm_mem,2.5,None,"(0.0,0.5,0.5,0.5,0.0,2.5,0.0,0.0)"
vphaddw-ymm_ymm_ymm,2.5,None,"(0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0)"
vpandn-ymm_ymm_mem,0.5,None,"(0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0)"
